IDS_TEXTCLIENT_INC_000001	Navigator
IDS_TEXTCLIENT_INC_001387	Today's Guild Siege was not held because participating guild is short 1 person.
IDS_TEXTCLIENT_INC_001388	Have a good day!
IDS_TEXTCLIENT_INC_001389	Experience Offer: %d~%d
IDS_TEXTCLIENT_INC_001390	Experience Offer 
IDS_TEXTCLIENT_INC_001391	If your Penya count is fool ask for prize money after clearing some space.
IDS_TEXTCLIENT_INC_001392	Because the amount exceeds the   penya of inventory after adding prize money of guild siege, please asked to get the prize money to GM on web site. Sorry for your inconvenience.
IDS_TEXTCLIENT_INC_001393	You received %I64d penya as prize money for the guild siege. Congratulations!!!
IDS_TEXTCLIENT_INC_001394	You received %I64d penya minus the amount you paid for the application.
IDS_TEXTCLIENT_INC_001395	\n1 Win : Dragon Cloak of Challenge\n2 Wins Straight : Dragon Cloak of Bravery\n3 Wins Straight : Dragon Cloak of Desire\n4 Wins Straight : Dragon Cloak of Majesty
IDS_TEXTCLIENT_INC_001396	Information about Prize Money
IDS_TEXTCLIENT_INC_001397	Acceptance of prize money for MVP
IDS_TEXTCLIENT_INC_001398	Information to Participate
IDS_TEXTCLIENT_INC_001399	Basic Rule
IDS_TEXTCLIENT_INC_001400	Conditions to Win
IDS_TEXTCLIENT_INC_001401	Commission Information
IDS_TEXTCLIENT_INC_001402	Refund of application fee
IDS_TEXTCLIENT_INC_001403	You have asked for %d penya first. And then you asked for an additional %d penya.
IDS_TEXTCLIENT_INC_001404	Gain entrance when one of your guild mates dies.
IDS_TEXTCLIENT_INC_001405	Be ready!
IDS_TEXTCLIENT_INC_001406	After %d, you enter %s.
IDS_TEXTCLIENT_INC_001407	You have already received the prize money or, you are not one who needs to receive the application fee back.
IDS_TEXTCLIENT_INC_001408	You have already received the prize money for MVP or, you are not MVP.
IDS_TEXTCLIENT_INC_001409	You have received %I64d penya as MVP. Congratulation!!!
IDS_TEXTCLIENT_INC_001410	A vagrant cannot participate in Guild Siege.
IDS_TEXTCLIENT_INC_001411	Line up for guild siege was completed.
IDS_TEXTCLIENT_INC_001412	From now on, you can organize the entry of guild siege.
IDS_TEXTCLIENT_INC_001413	It should be  .
IDS_TEXTCLIENT_INC_001414	You have successfully applied to the guild siege. You can organize the entry of guild from 5 pm (PST) every Saturday.
IDS_TEXTCLIENT_INC_001415	The application fee is refunded when you fail to join the guild siege.
IDS_TEXTCLIENT_INC_001416	You cannot use skills in auditorium.
IDS_TEXTCLIENT_INC_001417	You cannot use items in auditorium.
IDS_TEXTCLIENT_INC_001418	You can add friends in the Guild Siege arena.
IDS_TEXTCLIENT_INC_001419	You can trade in the Guild Siege arena.
IDS_TEXTCLIENT_INC_001420	You can make a Party in the Guild Siege arena.
IDS_TEXTCLIENT_INC_001421	You can disband a guild that has applied for a Guild Siege.
IDS_TEXTCLIENT_INC_001422	You can not quit from a guild while in Guild Siege.
IDS_TEXTCLIENT_INC_001423	You can not invite someone to the guild while in Guild Siege.
IDS_TEXTCLIENT_INC_001424	You have already received penya or your cannot receive the penya during guild siege.
IDS_TEXTCLIENT_INC_001425	You have been awarded %d penya as MVP. Congratulations!
IDS_TEXTCLIENT_INC_001426	Time for organizing line up and preparation for Guild Siege.
IDS_TEXTCLIENT_INC_001427	Please make a application with more money than the minimum.
IDS_TEXTCLIENT_INC_001428	Please make a application with more money than existing.
IDS_TEXTCLIENT_INC_001429	You have paid %d penya. Do you want to pay additional %d penya.
IDS_TEXTCLIENT_INC_001430	Would like to organize line up for guild siege again?
IDS_TEXTCLIENT_INC_001431	For now, you can not organize an entry.
IDS_TEXTCLIENT_INC_001432	You didn't apply the guild siege or, you are not accepted to attend the guild siege.
IDS_TEXTCLIENT_INC_001433	You should be over level 30 for an entry.
IDS_TEXTCLIENT_INC_001434	You are not a guild member for attending the guild siege.
IDS_TEXTCLIENT_INC_001435	Be registered. Register again.
IDS_TEXTCLIENT_INC_001436	There is no defender. Select a defender.
IDS_TEXTCLIENT_INC_001437	There is no participant. Select participant.
IDS_TEXTCLIENT_INC_001438	There is no kingpin or guild master in an entry.
IDS_TEXTCLIENT_INC_001439	The Guild Master cannot be a defender.
IDS_TEXTCLIENT_INC_001440	A vagrant is not eligible for guild siege. Try again after your first job chance.
IDS_TEXTCLIENT_INC_001441	It takes 1000 penya to create a dragon cloak. Would you like to create it?
IDS_TEXTCLIENT_INC_001442	We will play an exhibition game for now. Therefore, the record will not affect to ranking.
IDS_TEXTCLIENT_INC_001443	The '%s' Event is underway!
IDS_TEXTCLIENT_INC_001444	The '%s' event has just started.
IDS_TEXTCLIENT_INC_001445	The '%s' event is over.
IDS_TEXTCLIENT_INC_001446	Register an entry for guild siege.   Starting member %d (Maximum member %d)
IDS_TEXTCLIENT_INC_001447	The  number %d of people was exceeded.
IDS_TEXTCLIENT_INC_001448	Thanks for your joining the guild siege
IDS_TEXTCLIENT_INC_001449	%s's mail box is full.
IDS_TEXTCLIENT_INC_001450	Did you really delete your character?
IDS_TEXTCLIENT_INC_001451	This mail expired %d days ago. You must pay %d penya to recover it.
IDS_TEXTCLIENT_INC_001452	Individual rank:
IDS_TEXTCLIENT_INC_001453	Current rank:
IDS_TEXTCLIENT_INC_001454	The text should be under %d letters.
IDS_TEXTCLIENT_INC_001455	The title should be under %d letters.
IDS_TEXTCLIENT_INC_001456	if a member of party is over Lv%d, he cannot enter.
IDS_TEXTCLIENT_INC_001457	How dare you come here!
IDS_TEXTCLIENT_INC_001458	You have no fear!!!
IDS_TEXTCLIENT_INC_001459	I will be your executioner!!!
IDS_TEXTCLIENT_INC_001460	Don't make me angry!!! 
IDS_TEXTCLIENT_INC_001461	%s, you fool! How dare you!!!
IDS_TEXTCLIENT_INC_001462	I will crush your bones!
IDS_TEXTCLIENT_INC_001463	I will destroy you all!!!
IDS_TEXTCLIENT_INC_001464	I will break you!!!
IDS_TEXTCLIENT_INC_001465	Who woke me?
IDS_TEXTCLIENT_INC_001466	%s!!!My axe and I will destroy you!!!
IDS_TEXTCLIENT_INC_001467	Go to Hell!!
IDS_TEXTCLIENT_INC_001468	Log was saved to %s file
IDS_TEXTCLIENT_INC_001469	United Rank
IDS_TEXTCLIENT_INC_001470	Battle Log
IDS_TEXTCLIENT_INC_001471	Guild Master   
IDS_TEXTCLIENT_INC_001472	Defender
IDS_TEXTCLIENT_INC_001473	[%s]
IDS_TEXTCLIENT_INC_001474	(%d grade)
IDS_TEXTCLIENT_INC_001475	Basic Point +2
IDS_TEXTCLIENT_INC_001476	Guild Master Bonus +1
IDS_TEXTCLIENT_INC_001477	Defender Bonus +1
IDS_TEXTCLIENT_INC_001478	Kill bonus +1
IDS_TEXTCLIENT_INC_001479	Resurrecting Bonus +1
IDS_TEXTCLIENT_INC_001480	Payback Penya
IDS_TEXTCLIENT_INC_001481	Hello. I am a guild manager named Donaris.\nI am going to give you money back because of your cancellation. I have deducted 2% as a commission.\nHave a good day!
IDS_TEXTCLIENT_INC_001482	Refund from failure of a tender for the guild siege
IDS_TEXTCLIENT_INC_001483	Hello. I am a guild manager named Donaris.\nI am going to give you some of your money back. I have deducted 2% as a commission.\nI hope to see you at the Guild Siege again.\nThanks for your interest
IDS_TEXTCLIENT_INC_001484	Rank
IDS_TEXTCLIENT_INC_001485	Name
IDS_TEXTCLIENT_INC_001486	Job
IDS_TEXTCLIENT_INC_001487	Grade
IDS_TEXTCLIENT_INC_001488	Thank you for buying premium items
IDS_TEXTCLIENT_INC_001489	%s have sent you %s as a present 
IDS_TEXTCLIENT_INC_001490	Attack
IDS_TEXTCLIENT_INC_001491	Winner: %s
IDS_TEXTCLIENT_INC_001492	Loser: %s
IDS_TEXTCLIENT_INC_001493	Winner gained %d points
IDS_TEXTCLIENT_INC_001494	You can not use it.
IDS_TEXTCLIENT_INC_001495	You have recovered 30%% of decreased exp from your death.
IDS_TEXTCLIENT_INC_001496	%s exp box
IDS_TEXTCLIENT_INC_001497	The rate of attack speed
IDS_TEXTCLIENT_INC_001498	You can recover some of your Exp. If you return to the place where you died.
IDS_TEXTCLIENT_INC_001499	To give the skill point
IDS_TEXTCLIENT_INC_001500	New Skill Points are now available.
IDS_TEXTCLIENT_INC_001501	This item cannot be traded.
IDS_TEXTCLIENT_INC_001502	This item cannot be traded while you are being summoned.
IDS_TEXTCLIENT_INC_001503	This item cannot be added to the private shop while you are being summoned.
IDS_TEXTCLIENT_INC_001504	This item cannot be added to the guild bank while you are being summoned.
IDS_TEXTCLIENT_INC_001505	This item cannot be sent while you are being summoned.
IDS_TEXTCLIENT_INC_001506	Congratulations! Level up!
IDS_TEXTCLIENT_INC_001507	Confirm changes to skill points?
IDS_TEXTCLIENT_INC_001508	Does not match with the number of items. Please input again.
IDS_TEXTCLIENT_INC_001509	Number of %s deleted: %s.
IDS_TEXTCLIENT_INC_001510	Name
IDS_TEXTCLIENT_INC_001511	Level
IDS_TEXTCLIENT_INC_001512	Job Level
IDS_TEXTCLIENT_INC_001513	Flying Level
IDS_TEXTCLIENT_INC_001514	Flying EXP
IDS_TEXTCLIENT_INC_001515	Trip EXP
IDS_TEXTCLIENT_INC_001516	Stat Points
IDS_TEXTCLIENT_INC_001517	Duel Fame
IDS_TEXTCLIENT_INC_001518	Duel Point
IDS_TEXTCLIENT_INC_001519	Killing Point
IDS_TEXTCLIENT_INC_001520	Karma Level
IDS_TEXTCLIENT_INC_001521	Karma Point
IDS_TEXTCLIENT_INC_001522	ATK
IDS_TEXTCLIENT_INC_001523	Critical
IDS_TEXTCLIENT_INC_001524	A.Speed
IDS_TEXTCLIENT_INC_001525	Letter Edit
IDS_TEXTCLIENT_INC_001526	Up to 2 sockets are available for one-handed weapons and shields, and up to 4 sockets for two-handed weapons and suits.
IDS_TEXTCLIENT_INC_001527	This item can only be used on applicable weapons and armor.
IDS_TEXTCLIENT_INC_001528	Do you want to apply a random\n stat upgrade to the following item?\n %s
IDS_TEXTCLIENT_INC_001529	This will overwrite the previous\n random stat upgrade that was applied. \nDo you want to continue?
IDS_TEXTCLIENT_INC_001530	%s has been enchanted with %s %+d.
IDS_TEXTCLIENT_INC_001531	Shouting is only allowed 5 times per 60 seconds.
IDS_TEXTCLIENT_INC_001532	The item dragged here is removed.
IDS_TEXTCLIENT_INC_001533	That is unavailable during Guild Siege.
IDS_TEXTCLIENT_INC_001534	Result of Coca Cola Event
IDS_TEXTCLIENT_INC_001535	Only available for level 16 or higher characters.
IDS_TEXTCLIENT_INC_001536	Damage absorb
IDS_TEXTCLIENT_INC_001537	Session is over. Please try again.
IDS_TEXTCLIENT_INC_001538	You can shout only when your level is over than 15.
IDS_TEXTCLIENT_INC_001539	Penya
IDS_TEXTCLIENT_INC_001540	ten thousand
IDS_TEXTCLIENT_INC_001541	one hundred million
IDS_TEXTCLIENT_INC_001542	It cannot be registered because its price is too high.
IDS_TEXTCLIENT_INC_001543	You cannot drop your Penya on the ground.
IDS_TEXTCLIENT_INC_001544	%d day(s) of event attendance verified. You have been awarded %s.  Log in every day for better rewards!\nHave a nice day, FlyFFer!
IDS_TEXTCLIENT_INC_001545	Event Reward: 
IDS_TEXTCLIENT_INC_001546	Will you open your shop?
IDS_TEXTCLIENT_INC_001547	Will you close your shop?
IDS_TEXTCLIENT_INC_001548	Private Shop
IDS_TEXTCLIENT_INC_001549	(Shop is opening)
IDS_TEXTCLIENT_INC_001550	Your Reward!
IDS_TEXTCLIENT_INC_001551	You received a play time reward!
IDS_TEXTCLIENT_INC_001552	Cosmetic Upgrades
IDS_TEXTCLIENT_INC_001553	You are using Cosmetic Upgrades.
IDS_TEXTCLIENT_INC_001554	You cannot receive Cosmetic Upgrades during trading.
IDS_TEXTCLIENT_INC_001555	PVP/PK
IDS_TEXTCLIENT_INC_001556	PVP Fame
IDS_TEXTCLIENT_INC_001557	PVP
IDS_TEXTCLIENT_INC_001558	PK
IDS_TEXTCLIENT_INC_001559	Disposition
IDS_TEXTCLIENT_INC_001560	You have summoned an Angel.
IDS_TEXTCLIENT_INC_001561	You cannot summon an Angel while trading.
IDS_TEXTCLIENT_INC_001562	Too many Gems.
IDS_TEXTCLIENT_INC_001563	You need at least 3 Sunstones and 3 Moonstones to summon an Angel.
IDS_TEXTCLIENT_INC_001564	You cannot use the Mailbox while trading.
IDS_TEXTCLIENT_INC_001565	Cannot use the skill at this time.
IDS_TEXTCLIENT_INC_001566	A character with a bad Disposition cannot use bank.
IDS_TEXTCLIENT_INC_001567	A character with a bad Disposition cannot use the shop.
IDS_TEXTCLIENT_INC_001568	A character with a bad Disposition cannot open a private shop.
IDS_TEXTCLIENT_INC_001569	A character with a bad Disposition cannot fly.
IDS_TEXTCLIENT_INC_001570	Cannot PK a character under level 20.
IDS_TEXTCLIENT_INC_001571	Cannot PK a character under level 20.
IDS_TEXTCLIENT_INC_001572	PK is unavailable in this area.
IDS_TEXTCLIENT_INC_001573	You can only use this after you have PK-ed a character.
IDS_TEXTCLIENT_INC_001574	Heavenly Angel
IDS_TEXTCLIENT_INC_001575	Total price per space cannot exceed 1,000,000,000 Penya.
IDS_TEXTCLIENT_INC_001576	The amount of Penya in your inventory and the price of what you are selling cannot exceed 2,100,000,000.
IDS_TEXTCLIENT_INC_001577	Please try again after taking off the head item
IDS_TEXTCLIENT_INC_001578	You cannot use that item while using Hair Stylist or Plastic Surgeon.
IDS_TEXTCLIENT_INC_001579	Your Angel has reached full Exp.
IDS_TEXTCLIENT_INC_001580	There is no space in your inventory. Make a space and try again.
IDS_TEXTCLIENT_INC_001581	You have to get the Confession quest before you can summon an Angel.
IDS_TEXTCLIENT_INC_001582	You already have an Angel with full Exp.
IDS_TEXTCLIENT_INC_001583	%s loses the Duel!
IDS_TEXTCLIENT_INC_001584	%s wins the Duel!
IDS_TEXTCLIENT_INC_001585	You killed %s.
IDS_TEXTCLIENT_INC_001586	You were killed by %s. 
IDS_TEXTCLIENT_INC_001587	Please click the Angle buff icon.
IDS_TEXTCLIENT_INC_001588	Lower PK Amount.
IDS_TEXTCLIENT_INC_001589	Must meet one of the listed requirements.
IDS_TEXTCLIENT_INC_001590	Summon Angel
IDS_TEXTCLIENT_INC_001591	Cannot create characters right now. Please try again later.
IDS_TEXTCLIENT_INC_001592	You cannot use the coupon.
IDS_TEXTCLIENT_INC_001593	Using the Free Coupon.
IDS_TEXTCLIENT_INC_001594	You have a Free Coupon. Do you want to use it now?
IDS_TEXTCLIENT_INC_001595	Do you want to use your Free Coupon now?
IDS_TEXTCLIENT_INC_001596	Once used, the coupon is gone forever.
IDS_TEXTCLIENT_INC_001597	%s has won %d times in a row.
IDS_TEXTCLIENT_INC_001598	As reward
IDS_TEXTCLIENT_INC_001599	was sent to Guild Bank.
IDS_TEXTCLIENT_INC_001600	You need a Rock-Paper-Scissors Coupon in order to play.
IDS_TEXTCLIENT_INC_001601	I challenge you to a game of Rock-Paper-Scissors!
IDS_TEXTCLIENT_INC_001602	Press END if you want to claim your current prize and stop playing or press NEXT to continue playing for more prizes - 
IDS_TEXTCLIENT_INC_001603	Please Note: You will not receive your current prize if you choose to continue playing.
IDS_TEXTCLIENT_INC_001604	Congratulations, you won %d time(s)!  You receive %s x%d.
IDS_TEXTCLIENT_INC_001605	You Lose!
IDS_TEXTCLIENT_INC_001606	The minimum application fee should be over %d Penya.
IDS_TEXTCLIENT_INC_001607	Please fill-in the blank and try again.
IDS_TEXTCLIENT_INC_001608	Congratulations! The reward was sent. Keep playing for various rewards.
IDS_TEXTCLIENT_INC_001609	Sorry, no matches this time. Try Again!
IDS_TEXTCLIENT_INC_001610	%d was the winning number. Congratulations! You received %s Penya.
IDS_TEXTCLIENT_INC_001611	Not correct. Please try again next time.
IDS_TEXTCLIENT_INC_001612	Please wager at least 10 Penya.
IDS_TEXTCLIENT_INC_001613	Rock-Paper-Scissors
IDS_TEXTCLIENT_INC_001614	Word Puzzle
IDS_TEXTCLIENT_INC_001615	Dice
IDS_TEXTCLIENT_INC_001616	Jigsaw Puzzle
IDS_TEXTCLIENT_INC_001617	You are playing a game now!
IDS_TEXTCLIENT_INC_001618	Item / Penya was sent to your mailbox.
IDS_TEXTCLIENT_INC_001619	Item / Penya was sent to your mailbox.
IDS_TEXTCLIENT_INC_001620	Created a Shining Oricalkum.
IDS_TEXTCLIENT_INC_001621	You have no space in your inventory. Please make space and try again!
IDS_TEXTCLIENT_INC_001622	EXP 
IDS_TEXTCLIENT_INC_001623	Soul Leeching
IDS_TEXTCLIENT_INC_001624	PvE Damage Increase
IDS_TEXTCLIENT_INC_001625	PvP Damage Increase
IDS_TEXTCLIENT_INC_001626	Place a General Weapon in the window to upgrade it to a Unique Weapon.
IDS_TEXTCLIENT_INC_001627	Place a +10 Unique Weapon in the window to upgrade it to an Ultimate Weapon.
IDS_TEXTCLIENT_INC_001628	You need to use a Shining Oricalkum.
IDS_TEXTCLIENT_INC_001629	Please use the correct Jewels.
IDS_TEXTCLIENT_INC_001630	Feed pet
IDS_TEXTCLIENT_INC_001631	Pet State
IDS_TEXTCLIENT_INC_001632	Un-summon pet
IDS_TEXTCLIENT_INC_001633	Create Shining Oricalkum
IDS_TEXTCLIENT_INC_001634	Jewel Setting
IDS_TEXTCLIENT_INC_001635	Create Jewels
IDS_TEXTCLIENT_INC_001636	Create Unique Weapon
IDS_TEXTCLIENT_INC_001637	Create Ultimate Weapon
IDS_TEXTCLIENT_INC_001638	Level-up Hero Skill!
IDS_TEXTCLIENT_INC_001639	You are already using the conversion window.
IDS_TEXTCLIENT_INC_001640	You are already using this window!
IDS_TEXTCLIENT_INC_001641	Jewel has been succesfully socketed.
IDS_TEXTCLIENT_INC_001642	Jewelry setting has failed.
IDS_TEXTCLIENT_INC_001643	The last jewel that was set will be removed. Continue?
IDS_TEXTCLIENT_INC_001644	Jewel removal succeeded!
IDS_TEXTCLIENT_INC_001645	Jewel removal failed!
IDS_TEXTCLIENT_INC_001646	Private Shops are unavailable in this area.
IDS_TEXTCLIENT_INC_001647	Cure
IDS_TEXTCLIENT_INC_001648	The window is already opened!
IDS_TEXTCLIENT_INC_001649	Egg
IDS_TEXTCLIENT_INC_001650	D Level
IDS_TEXTCLIENT_INC_001651	C Level
IDS_TEXTCLIENT_INC_001652	B Level
IDS_TEXTCLIENT_INC_001653	A Level
IDS_TEXTCLIENT_INC_001654	S Level
IDS_TEXTCLIENT_INC_001655	Bonus
IDS_TEXTCLIENT_INC_001656	You are not allowed to pulverize this item!
IDS_TEXTCLIENT_INC_001657	Your pet does not meet the class requirements for this item.
IDS_TEXTCLIENT_INC_001658	This item can be used with a D - S Level pet.
IDS_TEXTCLIENT_INC_001659	You do not have a summoned pet.
IDS_TEXTCLIENT_INC_001660	You cannot do that.
IDS_TEXTCLIENT_INC_001661	You cannot feed your pet Equipped items.
IDS_TEXTCLIENT_INC_001662	You cannot feed your pet Premium items.
IDS_TEXTCLIENT_INC_001663	Use on your egg.
IDS_TEXTCLIENT_INC_001664	Return your pet to its previous level and remove its current Exp.
IDS_TEXTCLIENT_INC_001665	Turns an egg into a D Level pet. Pet class will be decided at random.
IDS_TEXTCLIENT_INC_001666	How much will you feed your Pet.
IDS_TEXTCLIENT_INC_001667	Check the amount of food you have.
IDS_TEXTCLIENT_INC_001668	(Active)
IDS_TEXTCLIENT_INC_001669	Double-click to use.
IDS_TEXTCLIENT_INC_001670	The amount of Pet Feed in your inventory decreases rather than the HP of your pet.  Disappears 6 hours after activation.
IDS_TEXTCLIENT_INC_001671	Pet food count:
IDS_TEXTCLIENT_INC_001672	%d Day(s)
IDS_TEXTCLIENT_INC_001673	%d Hour(s)
IDS_TEXTCLIENT_INC_001674	%d Minute(s)
IDS_TEXTCLIENT_INC_001675	%d Second(s)
IDS_TEXTCLIENT_INC_001676	Upgrade to a Unique Weapon
IDS_TEXTCLIENT_INC_001677	Upgrade to an Ultimate Weapon
IDS_TEXTCLIENT_INC_001678	Use Coupon
IDS_TEXTCLIENT_INC_001679	Change your Hair
IDS_TEXTCLIENT_INC_001680	Change your Appearance.
IDS_TEXTCLIENT_INC_001681	Do you want to change your hair?
IDS_TEXTCLIENT_INC_001682	Do you want to change your appearance?
IDS_TEXTCLIENT_INC_001683	End
IDS_TEXTCLIENT_INC_001684	Next
IDS_TEXTCLIENT_INC_001685	%d win(s)
IDS_TEXTCLIENT_INC_001686	Count : %d
IDS_TEXTCLIENT_INC_001687	You are already using that item
IDS_TEXTCLIENT_INC_001688	Select the item you want to turn into Pet Feed.
IDS_TEXTCLIENT_INC_001689	Check the amount of items you have.
IDS_TEXTCLIENT_INC_001690	How many items will you use?
IDS_TEXTCLIENT_INC_001691	We can make everyone happy!
IDS_TEXTCLIENT_INC_001692	30,000 Happy Money : 1 Syila Hoverbike
IDS_TEXTCLIENT_INC_001693	15,000 Happy Money : 1 Plug Ear ring +6 
IDS_TEXTCLIENT_INC_001694	11,300 Happy Money : 1 Meteofy
IDS_TEXTCLIENT_INC_001695	7,500 Happy Money: 1 Frog Set (M)
IDS_TEXTCLIENT_INC_001696	5,300 Happy Money: 1 Soccerball Angel
IDS_TEXTCLIENT_INC_001697	3,800 Happy Money : 1 Pink Balloon
IDS_TEXTCLIENT_INC_001698	3,800 Happy Money : 1 Blue Balloon
IDS_TEXTCLIENT_INC_001699	3,800 Happy Money : 1 Yellow Balloon
IDS_TEXTCLIENT_INC_001700	750 Happy Money : Summon of Party Leader
